idx,seq,group,emerg,weight,size(ft)
1,1,0,0,14.44,20
2,2,0,0,8.21,20
3,3,0,0,19.95,20
4,4,0,0,20.67,20
5,5,0,0,12.72,20
6,6,0,0,11.69,20
7,7,0,0,15.48,20
8,8,0,0,7.28,20
9,9,0,0,13.69,20
10,10,0,0,21.44,20
11,11,0,0,23.52,20
12,12,0,0,23.0,20
13,13,0,0,19.52,20
14,14,0,0,12.13,20
15,15,0,0,9.12,20
16,16,0,0,14.53,20
17,17,0,0,8.16,20
18,18,0,0,5.0,20
19,19,0,0,12.16,20
20,20,0,0,8.75,20
21,21,0,0,5.19,20
22,22,0,0,14.06,20
23,23,0,0,11.4,20
24,24,0,0,19.99,20
25,25,0,0,16.22,20
26,26,0,0,21.47,20
27,27,0,0,12.83,20
28,28,0,0,8.98,20
29,29,0,0,20.83,20
30,30,0,0,11.76,20
