idx,seq,group,emerg,weight,size(ft)
1,1,0,0,5.22,20
2,2,0,0,15.84,20
3,3,0,0,18.72,20
4,4,0,0,16.73,20
5,5,0,0,11.36,20
6,6,0,0,6.59,20
7,7,0,0,13.26,20
8,8,0,0,18.26,20
9,9,0,0,8.95,20
10,10,0,0,15.43,20
11,11,0,0,9.07,20
12,12,0,0,23.82,20
13,13,0,0,11.21,20
14,14,0,0,19.06,20
15,15,0,0,15.86,20
16,16,0,0,20.18,20
17,17,0,0,22.48,20
18,18,0,0,6.82,20
19,19,0,0,22.16,20
20,20,0,0,23.95,20
21,21,0,0,18.85,20
22,22,0,0,9.78,20
23,23,0,0,5.64,20
24,24,0,0,7.49,20
25,25,0,0,23.19,20
26,26,0,0,12.37,20
27,27,0,0,23.21,20
28,28,0,0,13.16,20
29,29,0,0,19.32,20
30,30,0,0,11.06,20
