idx,seq,group,emerg,weight,size(ft)
1,1,0,0,23.71,20
2,2,0,0,14.21,20
3,3,0,0,18.45,20
4,4,0,0,10.48,20
5,5,0,0,16.6,20
6,6,0,0,22.42,20
7,7,0,0,6.87,20
8,8,0,0,16.14,20
9,9,0,0,14.08,20
10,10,0,0,21.44,20
11,11,0,0,15.51,20
12,12,0,0,11.18,20
13,13,0,0,6.89,20
14,14,0,0,16.02,20
15,15,0,0,9.54,20
16,16,0,0,11.33,20
17,17,0,0,23.56,20
18,18,0,0,22.94,20
19,19,0,0,23.47,20
20,20,0,0,23.93,20
21,21,0,0,14.46,20
22,22,0,0,10.58,20
23,23,0,0,22.51,20
24,24,0,0,14.99,20
25,25,0,0,6.17,20
26,26,0,0,23.26,20
27,27,0,0,22.23,20
28,28,0,0,11.47,20
29,29,0,0,11.16,20
30,30,0,0,10.74,20
