idx,seq,group,emerg,weight,size(ft)
1,1,0,0,15.27,20
2,2,0,0,6.83,20
3,3,0,0,15.21,20
4,4,0,0,11.44,20
5,5,0,0,23.43,20
6,6,0,0,15.4,20
7,7,0,0,23.08,20
8,8,0,0,8.8,20
9,9,0,0,6.12,20
10,10,0,0,16.55,20
11,11,0,0,13.33,20
12,12,0,0,18.08,20
13,13,0,0,21.18,20
14,14,0,0,10.01,20
15,15,0,0,21.14,20
16,16,0,0,5.81,20
17,17,0,0,19.51,20
18,18,0,0,21.3,20
19,19,0,0,10.38,20
20,20,0,0,21.71,20
21,21,0,0,6.7,20
22,22,0,0,9.71,20
23,23,0,0,13.81,20
24,24,0,0,19.35,20
25,25,0,0,21.02,20
26,26,0,0,15.41,20
27,27,0,0,21.87,20
28,28,0,0,18.43,20
29,29,0,0,11.14,20
30,30,0,0,8.05,20
