idx,seq,group,emerg,weight,size(ft)
1,1,0,0,15.27,20
2,2,0,0,14.1,20
3,3,0,0,11.49,20
4,4,0,0,6.51,20
5,5,0,0,23.57,20
6,6,0,0,16.47,20
7,7,0,0,15.6,20
8,8,0,0,17.75,20
9,9,0,0,7.64,20
10,10,0,0,7.48,20
11,11,0,0,19.39,20
12,12,0,0,23.16,20
13,13,0,0,8.97,20
14,14,0,0,21.59,20
15,15,0,0,19.66,20
16,16,0,0,8.89,20
17,17,0,0,7.89,20
18,18,0,0,23.89,20
19,19,0,0,23.68,20
20,20,0,0,8.57,20
21,21,0,0,23.19,20
22,22,0,0,20.59,20
23,23,0,0,8.89,20
24,24,0,0,20.21,20
25,25,0,0,16.89,20
26,26,0,0,5.06,20
27,27,0,0,9.9,20
28,28,0,0,17.68,20
29,29,0,0,10.81,20
30,30,0,0,13.51,20
