idx,seq,group,emerg,weight,size(ft)
1,1,0,0,9.87,20
2,2,0,0,8.55,20
3,3,0,0,18.32,20
4,4,0,0,23.74,20
5,5,0,0,6.34,20
6,6,0,0,19.11,20
7,7,0,0,23.69,20
8,8,0,0,17.32,20
9,9,0,0,21.92,20
10,10,0,0,5.5,20
11,11,0,0,20.33,20
12,12,0,0,13.41,20
13,13,0,0,21.98,20
14,14,0,0,22.64,20
15,15,0,0,19.38,20
16,16,0,0,16.39,20
17,17,0,0,22.52,20
18,18,0,0,15.47,20
19,19,0,0,18.88,20
20,20,0,0,16.89,20
21,21,0,0,18.79,20
22,22,0,0,8.08,20
23,23,0,0,9.94,20
24,24,0,0,20.42,20
25,25,0,0,9.54,20
26,26,0,0,11.7,20
27,27,0,0,13.19,20
28,28,0,0,23.79,20
29,29,0,0,12.8,20
30,30,0,0,13.41,20
