idx,seq,group,emerg,weight,size(ft)
1,1,0,0,9.05,20
2,2,0,0,10.88,20
3,3,0,0,20.7,20
4,4,0,0,21.49,20
5,5,0,0,18.89,20
6,6,0,0,14.71,20
7,7,0,0,23.08,20
8,8,0,0,16.67,20
9,9,0,0,18.45,20
10,10,0,0,21.34,20
11,11,0,0,14.21,20
12,12,0,0,10.55,20
13,13,0,0,15.27,20
14,14,0,0,21.04,20
15,15,0,0,15.84,20
16,16,0,0,18.18,20
17,17,0,0,6.02,20
18,18,0,0,6.67,20
19,19,0,0,18.39,20
20,20,0,0,17.66,20
21,21,0,0,11.76,20
22,22,0,0,13.14,20
23,23,0,0,19.59,20
24,24,0,0,8.4,20
25,25,0,0,21.33,20
26,26,0,0,8.71,20
27,27,0,0,17.64,20
28,28,0,0,13.82,20
29,29,0,0,21.6,20
30,30,0,0,9.58,20
