idx,seq,group,emerg,weight,size(ft)
1,1,0,0,9.54,20
2,2,0,0,17.25,20
3,3,0,0,18.5,20
4,4,0,0,19.93,20
5,5,0,0,5.93,20
6,6,0,0,13.32,20
7,7,0,0,22.86,20
8,8,0,0,17.86,20
9,9,0,0,15.68,20
10,10,0,0,6.7,20
11,11,0,0,12.57,20
12,12,0,0,23.89,20
13,13,0,0,5.55,20
14,14,0,0,5.34,20
15,15,0,0,14.77,20
16,16,0,0,6.93,20
17,17,0,0,18.76,20
18,18,0,0,8.77,20
19,19,0,0,12.8,20
20,20,0,0,14.63,20
21,21,0,0,20.61,20
22,22,0,0,17.56,20
23,23,0,0,8.67,20
24,24,0,0,12.87,20
25,25,0,0,11.0,20
26,26,0,0,16.26,20
27,27,0,0,18.07,20
28,28,0,0,7.16,20
29,29,0,0,22.86,20
30,30,0,0,15.75,20
31,31,0,0,14.79,20
32,32,0,0,17.55,20
33,33,0,0,12.94,20
34,34,0,0,5.21,20
35,35,0,0,6.4,20
36,36,0,0,14.1,20
37,37,0,0,23.58,20
38,38,0,0,14.75,20
39,39,0,0,5.5,20
40,40,0,0,12.51,20
41,41,0,0,11.64,20
42,42,0,0,12.87,20
43,43,0,0,15.01,20
44,44,0,0,20.64,20
45,45,0,0,15.78,20
46,46,0,0,12.58,20
47,47,0,0,14.52,20
48,48,0,0,17.25,20
49,49,0,0,7.1,20
50,50,0,0,13.79,20
