idx,seq,group,emerg,weight,size(ft)
1,1,0,0,19.12,20
2,2,0,0,9.88,20
3,3,0,0,13.28,20
4,4,0,0,19.43,20
5,5,0,0,14.33,20
6,6,0,0,23.43,20
7,7,0,0,17.69,20
8,8,0,0,18.47,20
9,9,0,0,10.31,20
10,10,0,0,22.43,20
11,11,0,0,23.9,20
12,12,0,0,20.79,20
13,13,0,0,17.4,20
14,14,0,0,9.46,20
15,15,0,0,8.79,20
16,16,0,0,12.48,20
17,17,0,0,22.49,20
18,18,0,0,18.97,20
19,19,0,0,8.07,20
20,20,0,0,20.93,20
21,21,0,0,7.83,20
22,22,0,0,21.7,20
23,23,0,0,19.02,20
24,24,0,0,20.96,20
25,25,0,0,8.89,20
26,26,0,0,13.14,20
27,27,0,0,6.99,20
28,28,0,0,13.91,20
29,29,0,0,19.68,20
30,30,0,0,8.12,20
31,31,0,0,11.31,20
32,32,0,0,9.56,20
33,33,0,0,20.81,20
34,34,0,0,19.76,20
35,35,0,0,16.82,20
36,36,0,0,19.39,20
37,37,0,0,14.02,20
38,38,0,0,10.14,20
39,39,0,0,10.01,20
40,40,0,0,5.62,20
41,41,0,0,15.39,20
42,42,0,0,14.59,20
43,43,0,0,7.31,20
44,44,0,0,9.29,20
45,45,0,0,19.35,20
46,46,0,0,23.74,20
47,47,0,0,5.44,20
48,48,0,0,16.69,20
49,49,0,0,9.32,20
50,50,0,0,15.23,20
