idx,seq,group,emerg,weight,size(ft)
1,1,0,0,22.85,20
2,2,0,0,15.68,20
3,3,0,0,21.1,20
4,4,0,0,7.47,20
5,5,0,0,17.19,20
6,6,0,0,14.22,20
7,7,0,0,20.41,20
8,8,0,0,6.68,20
9,9,0,0,5.45,20
10,10,0,0,16.54,20
11,11,0,0,23.7,20
12,12,0,0,10.69,20
13,13,0,0,5.55,20
14,14,0,0,23.21,20
15,15,0,0,18.4,20
16,16,0,0,20.94,20
17,17,0,0,16.7,20
18,18,0,0,9.03,20
19,19,0,0,13.32,20
20,20,0,0,7.51,20
21,21,0,0,7.66,20
22,22,0,0,9.32,20
23,23,0,0,14.72,20
24,24,0,0,15.58,20
25,25,0,0,9.73,20
26,26,0,0,23.53,20
27,27,0,0,12.8,20
28,28,0,0,6.31,20
29,29,0,0,13.45,20
30,30,0,0,16.07,20
31,31,0,0,22.32,20
32,32,0,0,21.67,20
33,33,0,0,5.08,20
34,34,0,0,15.26,20
35,35,0,0,7.18,20
36,36,0,0,7.93,20
37,37,0,0,6.27,20
38,38,0,0,10.17,20
39,39,0,0,10.5,20
40,40,0,0,11.07,20
41,41,0,0,16.58,20
42,42,0,0,17.74,20
43,43,0,0,11.05,20
44,44,0,0,14.82,20
45,45,0,0,8.7,20
46,46,0,0,22.57,20
47,47,0,0,10.31,20
48,48,0,0,18.47,20
49,49,0,0,12.76,20
50,50,0,0,20.96,20
