idx,seq,group,emerg,weight,size(ft)
1,1,0,0,20.46,20
2,2,0,0,16.26,20
3,3,0,0,6.58,20
4,4,0,0,10.5,20
5,5,0,0,8.5,20
6,6,0,0,15.06,20
7,7,0,0,7.76,20
8,8,0,0,20.07,20
9,9,0,0,21.89,20
10,10,0,0,21.68,20
11,11,0,0,16.79,20
12,12,0,0,12.52,20
13,13,0,0,23.76,20
14,14,0,0,15.07,20
15,15,0,0,13.73,20
16,16,0,0,21.97,20
17,17,0,0,13.56,20
18,18,0,0,6.55,20
19,19,0,0,14.58,20
20,20,0,0,18.15,20
21,21,0,0,14.68,20
22,22,0,0,23.8,20
23,23,0,0,6.47,20
24,24,0,0,21.74,20
25,25,0,0,18.72,20
26,26,0,0,10.66,20
27,27,0,0,14.91,20
28,28,0,0,16.54,20
29,29,0,0,11.65,20
30,30,0,0,22.34,20
31,31,0,0,13.54,20
32,32,0,0,20.36,20
33,33,0,0,17.23,20
34,34,0,0,13.51,20
35,35,0,0,16.64,20
36,36,0,0,20.64,20
37,37,0,0,10.51,20
38,38,0,0,5.53,20
39,39,0,0,20.06,20
40,40,0,0,5.11,20
41,41,0,0,6.84,20
42,42,0,0,11.78,20
43,43,0,0,5.82,20
44,44,0,0,23.37,20
45,45,0,0,16.93,20
46,46,0,0,18.8,20
47,47,0,0,21.3,20
48,48,0,0,8.87,20
49,49,0,0,21.37,20
50,50,0,0,15.76,20
