idx,seq,group,emerg,weight,size(ft)
1,1,0,0,11.1,20
2,2,0,0,16.48,20
3,3,0,0,18.1,20
4,4,0,0,20.28,20
5,5,0,0,20.12,20
6,6,0,0,10.07,20
7,7,0,0,23.05,20
8,8,0,0,16.57,20
9,9,0,0,18.9,20
10,10,0,0,8.66,20
11,11,0,0,22.78,20
12,12,0,0,11.36,20
13,13,0,0,9.88,20
14,14,0,0,11.62,20
15,15,0,0,21.03,20
16,16,0,0,15.97,20
17,17,0,0,12.51,20
18,18,0,0,14.62,20
19,19,0,0,6.91,20
20,20,0,0,17.51,20
21,21,0,0,12.74,20
22,22,0,0,11.03,20
23,23,0,0,10.16,20
24,24,0,0,9.8,20
25,25,0,0,13.37,20
26,26,0,0,10.15,20
27,27,0,0,18.96,20
28,28,0,0,11.25,20
29,29,0,0,14.46,20
30,30,0,0,19.45,20
31,31,0,0,16.11,20
32,32,0,0,16.16,20
33,33,0,0,16.63,20
34,34,0,0,23.99,20
35,35,0,0,20.4,20
36,36,0,0,20.66,20
37,37,0,0,13.14,20
38,38,0,0,5.5,20
39,39,0,0,18.34,20
40,40,0,0,13.94,20
41,41,0,0,20.88,20
42,42,0,0,12.82,20
43,43,0,0,23.89,20
44,44,0,0,5.7,20
45,45,0,0,9.44,20
46,46,0,0,23.63,20
47,47,0,0,21.39,20
48,48,0,0,18.56,20
49,49,0,0,20.47,20
50,50,0,0,21.84,20
