idx,seq,group,emerg,weight,size(ft)
1,1,0,0,9.19,20
2,2,0,0,22.5,20
3,3,0,0,12.43,20
4,4,0,0,19.36,20
5,5,0,0,23.94,20
6,6,0,0,11.68,20
7,7,0,0,23.24,20
8,8,0,0,14.1,20
9,9,0,0,22.08,20
10,10,0,0,6.76,20
11,11,0,0,20.64,20
12,12,0,0,9.49,20
13,13,0,0,15.72,20
14,14,0,0,11.72,20
15,15,0,0,18.22,20
16,16,0,0,18.81,20
17,17,0,0,22.54,20
18,18,0,0,16.08,20
19,19,0,0,22.67,20
20,20,0,0,5.89,20
21,21,0,0,9.11,20
22,22,0,0,8.82,20
23,23,0,0,5.04,20
24,24,0,0,22.88,20
25,25,0,0,15.39,20
26,26,0,0,12.19,20
27,27,0,0,22.06,20
28,28,0,0,14.09,20
29,29,0,0,19.46,20
30,30,0,0,20.66,20
31,31,0,0,14.36,20
32,32,0,0,16.16,20
33,33,0,0,22.43,20
34,34,0,0,12.61,20
35,35,0,0,12.1,20
36,36,0,0,19.42,20
37,37,0,0,23.97,20
38,38,0,0,9.84,20
39,39,0,0,22.28,20
40,40,0,0,9.23,20
41,41,0,0,13.69,20
42,42,0,0,17.43,20
43,43,0,0,5.93,20
44,44,0,0,18.32,20
45,45,0,0,17.27,20
46,46,0,0,10.87,20
47,47,0,0,5.54,20
48,48,0,0,19.4,20
49,49,0,0,11.2,20
50,50,0,0,7.29,20
