idx,loc_x,loc_y,loc_z,weight,seq,emerg,reloc,size(ft)
1,3,0,0,14.38,1,0,0,20
2,1,0,2,11.54,2,0,0,20
3,1,0,0,8.85,3,0,0,20
4,6,0,1,16.94,4,0,0,20
5,3,0,1,19.21,5,0,0,20
6,6,0,3,18.37,6,0,0,20
7,1,0,1,9.77,7,0,0,20
8,3,0,2,22.22,8,0,0,20
9,5,0,0,8.49,9,0,0,20
10,6,0,2,17.58,10,0,0,20
11,2,0,1,5.66,11,0,0,20
12,2,0,4,13.17,12,0,0,20
13,4,0,2,6.79,13,0,0,20
14,5,0,1,15.06,14,0,0,20
15,4,0,1,6.46,15,0,0,20
16,5,0,2,22.61,16,0,0,20
17,4,0,3,10.82,17,0,0,20
18,2,0,2,5.77,18,0,0,20
19,1,0,4,16.79,19,0,0,20
20,4,0,0,5.81,20,0,0,20
21,6,0,0,9.07,21,0,0,20
22,3,0,3,23.89,22,0,0,20
23,2,0,3,6.02,23,0,0,20
24,1,0,3,11.62,24,0,0,20
25,2,0,0,5.6,25,0,0,20
