idx,loc_x,loc_y,loc_z,weight,seq,emerg,reloc,size(ft)
1,5,0,4,23.64,1,0,0,20
2,4,0,2,15.51,2,0,0,20
3,4,0,1,15.34,3,0,0,20
4,5,0,1,21.33,4,0,0,20
5,6,0,3,17.1,5,0,0,20
6,6,0,0,11.13,6,0,0,20
7,2,0,2,13.06,7,0,0,20
8,3,0,3,15.11,8,0,0,20
9,4,0,3,19.95,9,0,0,20
10,2,0,0,9.76,10,0,0,20
11,2,0,1,9.83,11,0,0,20
12,4,0,0,6.32,12,0,0,20
13,5,0,0,19.98,13,0,0,20
14,2,0,3,23.67,14,0,0,20
15,6,0,2,15.99,15,0,0,20
16,3,0,0,7.34,16,0,0,20
17,1,0,0,11.75,17,0,0,20
18,6,0,4,20.62,18,0,0,20
19,5,0,2,21.61,19,0,0,20
20,3,0,4,15.28,20,0,0,20
21,3,0,2,14.45,21,0,0,20
22,3,0,1,14.1,22,0,0,20
23,5,0,3,22.28,23,0,0,20
24,1,0,1,23.8,24,0,0,20
25,6,0,1,15.7,25,0,0,20
