idx,loc_x,loc_y,loc_z,weight,seq,emerg,reloc,size(ft)
1,2,0,2,19.89,1,0,0,20
2,5,0,0,7.33,2,0,0,20
3,1,0,1,9.11,3,0,0,20
4,4,0,3,23.97,4,0,0,20
5,1,0,0,7.76,5,0,0,20
6,2,0,1,15.95,6,0,0,20
7,3,0,3,18.51,7,0,0,20
8,6,0,2,23.68,8,0,0,20
9,3,0,4,18.93,9,0,0,20
10,3,0,2,15.97,10,0,0,20
11,5,0,1,8.5,11,0,0,20
12,5,0,2,13.33,12,0,0,20
13,2,0,0,14.85,13,0,0,20
14,6,0,1,22.23,14,0,0,20
15,3,0,0,7.86,15,0,0,20
16,4,0,1,12.45,16,0,0,20
17,1,0,3,17.96,17,0,0,20
18,6,0,0,11.04,18,0,0,20
19,4,0,0,12.15,19,0,0,20
20,4,0,2,13.69,20,0,0,20
21,1,0,2,14.85,21,0,0,20
22,5,0,4,19.91,22,0,0,20
23,5,0,3,15.41,23,0,0,20
24,1,0,4,22.77,24,0,0,20
25,3,0,1,10.14,25,0,0,20
