idx,loc_x,loc_y,loc_z,weight,seq,emerg,reloc,size(ft)
1,6,0,2,8.32,1,0,0,20
2,1,0,3,17.65,2,0,0,20
3,1,0,1,13.6,3,0,0,20
4,6,0,3,8.91,4,0,0,20
5,1,0,2,15.61,5,0,0,20
6,1,0,0,11.03,6,0,0,20
7,5,0,1,14.12,7,0,0,20
8,6,0,1,7.29,8,0,0,20
9,3,0,1,19.13,9,0,0,20
10,2,0,1,6.37,10,0,0,20
11,5,0,2,17.72,11,0,0,20
12,2,0,0,6.28,12,0,0,20
13,5,0,3,20.24,13,0,0,20
14,6,0,4,18.01,14,0,0,20
15,1,0,4,20.07,15,0,0,20
16,4,0,0,11.16,16,0,0,20
17,2,0,3,14.94,17,0,0,20
18,2,0,4,17.1,18,0,0,20
19,3,0,2,23.47,19,0,0,20
20,3,0,0,18.5,20,0,0,20
21,2,0,2,11.39,21,0,0,20
22,6,0,0,5.89,22,0,0,20
23,4,0,2,23.74,23,0,0,20
24,5,0,0,9.67,24,0,0,20
25,4,0,1,18.41,25,0,0,20
