idx,loc_x,loc_y,loc_z,weight,seq,emerg,reloc,size(ft)
1,4,0,2,14.28,1,0,0,20
2,1,0,1,7.32,2,0,0,20
3,4,0,0,10.14,3,0,0,20
4,5,0,2,10.58,4,0,0,20
5,4,0,3,20.83,5,0,0,20
6,4,0,4,22.48,6,0,0,20
7,3,0,2,14.19,7,0,0,20
8,6,0,1,6.52,8,0,0,20
9,1,0,0,5.38,9,0,0,20
10,2,0,0,17.38,10,0,0,20
11,6,0,2,9.6,11,0,0,20
12,5,0,1,5.81,12,0,0,20
13,6,0,0,6.38,13,0,0,20
14,2,0,2,19.62,14,0,0,20
15,2,0,1,17.39,15,0,0,20
16,3,0,3,17.13,16,0,0,20
17,2,0,3,20.9,17,0,0,20
18,1,0,3,12.99,18,0,0,20
19,3,0,0,6.31,19,0,0,20
20,4,0,1,14.25,20,0,0,20
21,6,0,3,18.75,21,0,0,20
22,5,0,0,5.62,22,0,0,20
23,3,0,1,11.9,23,0,0,20
24,1,0,2,8.41,24,0,0,20
25,2,0,4,23.05,25,0,0,20
