idx,loc_x,loc_y,loc_z,weight,seq,emerg,reloc,size(ft)
1,6,0,1,12.42,1,0,0,20
2,2,0,1,13.16,2,0,0,20
3,5,0,2,13.46,3,0,0,20
4,5,0,3,15.52,4,0,0,20
5,6,0,2,20.73,5,0,0,20
6,6,0,0,8.82,6,0,0,20
7,2,0,3,23.41,7,0,0,20
8,5,0,4,18.74,8,0,0,20
9,4,0,2,18.76,9,0,0,20
10,5,0,1,11.78,10,0,0,20
11,6,0,4,22.87,11,0,0,20
12,3,0,0,7.15,12,0,0,20
13,4,0,1,12.69,13,0,0,20
14,4,0,3,23.1,14,0,0,20
15,1,0,2,21.66,15,0,0,20
16,3,0,2,10.25,16,0,0,20
17,6,0,3,21.66,17,0,0,20
18,1,0,0,14.16,18,0,0,20
19,4,0,0,10.99,19,0,0,20
20,5,0,0,9.04,20,0,0,20
21,2,0,0,12.52,21,0,0,20
22,3,0,3,10.56,22,0,0,20
23,2,0,2,13.48,23,0,0,20
24,3,0,1,9.2,24,0,0,20
25,1,0,1,18.2,25,0,0,20
