idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,6,0,0,13.22,0,13.22,0,0,20
2,4,0,0,8.2,3,308.2,0,1.0,20
3,1,0,0,7.0,3,307.0,0,1.0,20
4,2,0,0,7.48,1,107.48,1,1.0,20
5,3,0,0,7.97,0,7.97,2,0,20
6,4,0,1,23.67,2,223.67000000000002,3,1.0,20
7,1,0,1,11.67,2,211.67,4,1.0,20
8,5,0,0,21.92,3,321.92,5,0,20
9,4,0,2,11.16,3,311.16,6,1.0,20
10,3,0,1,17.75,0,17.75,7,0,20
11,2,0,1,17.38,0,17.38,8,1.0,20
12,3,0,2,12.96,3,312.96,9,1.0,20
13,3,0,3,15.1,3,315.1,10,1.0,20
14,2,0,2,15.81,1,115.81,11,1.0,20
15,2,0,3,19.06,1,119.06,12,1.0,20
