idx,loc_x,loc_y,loc_z,weight,seq,emerg,reloc,size(ft)
1,2,0,0,16.0,0,0,1.0,20
2,2,0,1,13.35,0,0,1.0,20
3,1,0,0,15.44,0,0,0,20
4,2,0,2,21.1,0,0,1.0,20
5,3,0,0,5.61,0,0,0,20
6,3,0,1,15.34,0,0,0,20
7,2,0,3,6.01,0,0,1.0,20
8,6,0,0,8.96,1,0,0,20
9,1,0,1,15.98,2,0,0,20
10,1,0,2,23.35,3,0,1.0,20
11,1,0,3,20.04,4,0,1.0,20
12,6,0,1,15.93,5,0,0,20
13,3,0,2,15.56,6,0,0,20
14,4,0,0,15.24,7,0,0,20
15,4,0,1,15.51,8,0,0,20
16,5,0,0,10.26,9,0,0,20
17,2,0,4,9.24,10,0,1.0,20
18,5,0,1,13.21,11,0,0,20
19,5,0,2,18.78,12,0,0,20
20,3,0,3,21.13,13,0,0,20
