idx,loc_x,loc_y,loc_z,weight,seq,emerg,reloc,size(ft)
1,3,0,0,11.22,0,0,0,20
2,2,0,0,20.51,0,0,0,20
3,6,0,0,9.69,0,0,1.0,20
4,5,0,0,12.16,0,0,0,20
5,3,0,1,12.99,0,0,0,20
6,4,0,0,11.72,0,0,0,20
7,6,0,1,5.45,0,0,1.0,20
8,6,0,2,12.15,1,0,1.0,20
9,5,0,1,15.16,2,0,0,20
10,4,0,1,11.92,3,0,0,20
11,6,0,3,11.17,4,0,1.0,20
12,3,0,2,13.63,5,0,0,20
13,1,0,0,7.71,6,0,0,20
14,5,0,2,16.5,7,0,0,20
15,6,0,4,9.41,8,0,1.0,20
16,1,0,1,8.69,9,0,0,20
17,2,0,1,23.51,10,0,0,20
18,1,0,2,12.96,11,0,0,20
19,4,0,2,12.25,12,0,0,20
20,2,0,2,23.96,13,0,0,20
