idx,loc_x,loc_y,loc_z,weight,seq,emerg,reloc,size(ft)
1,6,0,0,9.4,0,0,0,20
2,5,0,0,21.73,0,0,1.0,20
3,5,0,1,10.15,0,0,1.0,20
4,2,0,0,7.69,1,0,0,20
5,6,0,1,20.66,2,0,0,20
6,6,0,2,23.24,3,0,0,20
7,5,0,2,15.55,4,0,1.0,20
8,2,0,1,10.73,5,0,0,20
9,2,0,2,13.33,6,0,0,20
10,2,0,3,15.34,7,0,0,20
11,3,0,0,7.74,8,0,0,20
12,3,0,1,12.87,9,0,0,20
13,1,0,0,5.02,10,0,0,20
14,4,0,0,6.29,11,0,0,20
15,2,0,4,20.83,12,0,0,20
16,3,0,2,22.94,13,0,0,20
17,4,0,1,18.0,14,0,0,20
18,4,0,2,18.5,15,0,0,20
19,1,0,1,6.05,16,0,0,20
20,1,0,2,14.43,17,0,0,20
