idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,6,0,0,11.79,0,11.79,0,0,20
2,4,0,0,15.58,0,15.58,0,0,20
3,5,0,0,16.55,0,16.55,0,0,20
4,2,0,0,5.03,0,5.03,1,0,20
5,6,0,1,14.95,0,14.95,2,0,20
6,6,0,2,21.83,0,21.83,3,0,20
7,4,0,1,17.15,0,17.15,4,0,20
8,2,0,1,11.36,0,11.36,5,0,20
9,3,0,0,6.62,0,6.62,6,0,20
10,2,0,2,13.51,0,13.51,7,0,20
11,2,0,3,18.84,0,18.84,8,0,20
12,5,0,1,16.89,0,16.89,9,0,20
13,3,0,1,12.82,0,12.82,10,0,20
14,3,0,2,16.58,0,16.58,11,0,20
15,5,0,2,20.55,0,20.55,12,0,20
16,1,0,0,7.19,0,7.19,13,0,20
17,6,0,3,22.61,0,22.61,14,0,20
18,1,0,1,10.25,0,10.25,15,0,20
19,1,0,2,13.96,0,13.96,16,0,20
20,2,0,4,19.93,0,19.93,17,0,20
