idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,6,0,0,6.2,0,6.2,0,0,20
2,5,0,0,13.16,0,13.16,0,0,20
3,4,0,0,17.88,0,17.88,0,0,20
4,4,0,1,19.15,0,19.15,1,0,20
5,5,0,1,20.75,0,20.75,2,0,20
6,4,0,2,19.45,0,19.45,3,0,20
7,2,0,0,5.1,0,5.1,4,0,20
8,2,0,1,17.98,0,17.98,5,0,20
9,1,0,0,7.22,0,7.22,6,0,20
10,3,0,0,9.03,0,9.03,7,0,20
11,2,0,2,17.89,0,17.89,8,0,20
12,1,0,1,7.73,0,7.73,9,0,20
13,3,0,1,16.98,0,16.98,10,0,20
14,2,0,3,19.13,0,19.13,11,0,20
15,3,0,2,18.78,0,18.78,12,0,20
16,1,0,2,12.49,0,12.49,13,0,20
17,3,0,3,19.53,0,19.53,14,0,20
18,4,0,3,21.2,0,21.2,15,0,20
19,5,0,2,20.89,0,20.89,16,0,20
20,6,0,1,22.92,0,22.92,17,0,20
