idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,4,0,0,5.22,0,5.22,1,0,20
2,1,0,0,12.6,0,12.6,2,0,20
3,4,0,1,21.7,3,321.7,3,1.0,20
4,2,0,0,23.05,0,23.05,4,1.0,20
5,1,0,1,14.53,0,14.53,5,0,20
6,1,0,2,17.4,0,17.4,6,0,20
7,2,0,1,5.43,0,5.43,7,1.0,20
8,5,0,0,23.98,3,323.98,8,0,20
9,4,0,2,19.69,3,319.69,9,1.0,20
10,1,0,3,6.05,2,206.05,10,0,20
11,3,0,0,8.34,1,108.34,11,0,20
12,3,0,1,10.81,1,110.81,12,0,20
13,1,0,4,11.8,2,211.8,13,0,20
14,3,0,2,14.07,1,114.07,14,1.0,20
15,2,0,2,18.69,0,18.69,15,1.0,20
