idx,loc_x,loc_y,loc_z,weight,seq,emerg,reloc,size(ft)
1,1,0,0,14.59,0,0,0,20
2,4,0,0,7.57,0,0,0,20
3,1,0,1,23.02,0,0,0,20
4,4,0,1,7.98,0,0,0,20
5,3,0,0,10.08,0,0,0,20
6,6,0,0,15.42,1,0,0,20
7,4,0,2,22.79,2,0,0,20
8,6,0,1,22.13,3,0,0,20
9,2,0,0,6.38,4,0,0,20
10,5,0,0,5.14,5,0,0,20
11,2,0,1,14.49,6,0,0,20
12,4,0,3,23.0,7,0,0,20
13,6,0,2,22.91,8,0,0,20
14,3,0,1,11.41,9,0,0,20
15,3,0,2,12.6,10,0,0,20
16,3,0,3,19.09,11,0,0,20
17,5,0,1,10.49,12,0,0,20
18,2,0,2,18.95,13,0,0,20
19,5,0,2,10.99,14,0,0,20
20,5,0,3,20.98,15,0,0,20
