idx,loc_x,loc_y,loc_z,weight,seq,emerg,reloc,size(ft)
1,5,0,0,18.45,0,0,0,20
2,5,0,1,20.73,0,0,0,20
3,1,0,0,20.03,0,0,0,20
4,6,0,0,19.27,0,0,0,20
5,2,0,0,11.39,0,0,0,20
6,5,0,2,22.24,1,0,0,20
7,3,0,0,9.5,2,0,1.0,20
8,6,0,1,21.9,3,0,0,20
9,4,0,0,6.84,4,0,0,20
10,1,0,1,21.37,5,0,0,20
11,2,0,1,13.49,6,0,0,20
12,1,0,2,21.5,7,0,0,20
13,2,0,2,17.37,8,0,0,20
14,2,0,3,19.63,9,0,0,20
15,4,0,1,9.72,10,0,0,20
16,4,0,2,12.58,11,0,0,20
17,3,0,1,6.98,12,0,1.0,20
18,3,0,2,6.24,13,0,1.0,20
19,3,0,3,6.28,14,0,1.0,20
20,5,0,3,23.75,15,0,0,20
