idx,loc_x,loc_y,loc_z,weight,seq,emerg,reloc,size(ft)
1,4,0,0,9.91,0,0,0,20
2,5,0,0,16.63,0,0,0,20
3,1,0,0,16.15,0,0,0,20
4,3,0,0,23.2,0,0,1.0,20
5,2,0,0,9.5,0,0,0,20
6,5,0,1,18.91,1,0,0,20
7,3,0,1,15.83,2,0,1.0,20
8,2,0,1,12.41,3,0,0,20
9,5,0,2,20.84,4,0,0,20
10,4,0,1,11.16,5,0,0,20
11,6,0,0,10.66,6,0,0,20
12,6,0,1,10.69,7,0,0,20
13,5,0,3,23.11,8,0,0,20
14,4,0,2,11.35,9,0,0,20
15,2,0,2,14.24,10,0,0,20
16,3,0,2,9.33,11,0,1.0,20
17,2,0,3,20.61,12,0,0,20
18,6,0,2,10.69,13,0,0,20
19,6,0,3,19.3,14,0,0,20
20,1,0,1,18.13,15,0,0,20
