idx,loc_x,loc_y,loc_z,weight,group,score,seq,emerg,reloc,size(ft)
1,3,0,0,6.44,0,6.44,1,0,1.0,20
2,8,0,0,22.51,0,22.51,2,0,1.0,20
3,3,0,1,7.31,0,7.31,3,0,1.0,20
4,8,0,1,19.77,0,19.77,4,0,1.0,20
5,5,0,0,9.87,0,9.87,5,0,1.0,20
6,3,0,2,9.66,0,9.66,6,0,1.0,20
7,4,0,0,6.65,0,6.65,7,0,1.0,20
8,1,0,0,5.86,0,5.86,8,0,1.0,20
9,3,0,3,8.02,0,8.02,9,0,1.0,20
10,3,0,4,8.05,0,8.05,10,0,1.0,20
11,3,0,5,9.72,0,9.72,11,0,1.0,20
12,2,0,0,5.26,0,5.26,12,0,1.0,20
13,1,0,1,6.62,0,6.62,13,0,1.0,20
14,2,0,1,6.77,0,6.77,14,0,1.0,20
15,5,0,1,13.31,0,13.31,15,0,1.0,20
16,4,0,1,10.18,0,10.18,16,0,1.0,20
17,10,0,0,23.53,0,23.53,17,0,0,20
18,8,0,2,19.24,0,19.24,18,0,1.0,20
19,5,0,2,10.25,0,10.25,19,0,1.0,20
20,6,0,0,15.69,0,15.69,20,0,1.0,20
21,2,0,2,5.74,0,5.74,21,0,1.0,20
22,2,0,3,8.99,0,8.99,22,0,1.0,20
23,6,0,1,15.43,0,15.43,23,0,1.0,20
24,7,0,0,18.06,0,18.06,24,0,1.0,20
25,2,0,4,7.68,0,7.68,25,0,1.0,20
26,7,0,1,18.31,0,18.31,26,0,1.0,20
27,7,0,2,18.1,0,18.1,27,0,1.0,20
28,6,0,2,17.89,0,17.89,28,0,1.0,20
29,7,0,3,19.33,0,19.33,29,0,1.0,20
30,1,0,2,6.67,0,6.67,30,0,1.0,20
31,5,0,3,13.39,0,13.39,31,0,1.0,20
32,1,0,3,6.6,0,6.6,32,0,1.0,20
33,6,0,3,15.44,0,15.44,33,0,1.0,20
34,4,0,2,10.66,0,10.66,34,0,1.0,20
35,7,0,4,18.0,0,18.0,35,0,1.0,20
36,5,0,4,14.6,0,14.6,36,0,1.0,20
37,2,0,5,8.89,0,8.89,37,0,1.0,20
38,6,0,4,15.62,0,15.62,38,0,1.0,20
39,1,0,4,5.24,0,5.24,39,0,1.0,20
40,9,0,0,20.42,0,20.42,40,0,1.0,20
41,7,0,5,17.11,0,17.11,41,0,1.0,20
42,4,0,3,11.65,0,11.65,42,0,1.0,20
43,9,0,1,20.0,0,20.0,43,0,1.0,20
44,8,0,3,23.06,0,23.06,44,0,1.0,20
45,4,0,4,10.77,0,10.77,45,0,1.0,20
46,5,0,5,11.14,0,11.14,46,0,1.0,20
47,8,0,4,23.02,0,23.02,47,0,1.0,20
48,4,0,5,8.59,0,8.59,48,0,1.0,20
49,6,0,5,16.46,0,16.46,49,0,1.0,20
50,9,0,2,21.2,0,21.2,50,0,1.0,20
