idx,loc_x,loc_y,loc_z,weight,group,score,seq,emerg,reloc,size(ft)
1,2,0,0,8.55,0,8.55,1,0,1.0,20
2,9,0,0,23.31,0,23.31,2,0,1.0,20
3,10,0,0,23.68,0,23.68,3,0,0,20
4,4,0,0,11.26,0,11.26,4,0,1.0,20
5,4,0,1,10.58,0,10.58,5,0,1.0,20
6,8,0,0,23.57,0,23.57,6,0,1.0,20
7,7,0,0,18.17,0,18.17,7,0,1.0,20
8,4,0,2,12.1,0,12.1,8,0,1.0,20
9,7,0,1,18.6,0,18.6,9,0,1.0,20
10,3,0,0,8.2,0,8.2,10,0,1.0,20
11,9,0,1,23.3,0,23.3,11,0,1.0,20
12,5,0,0,13.39,0,13.39,12,0,1.0,20
13,5,0,1,13.46,0,13.46,13,0,1.0,20
14,2,0,1,9.15,0,9.15,14,0,1.0,20
15,5,0,2,12.38,0,12.38,15,0,1.0,20
16,4,0,3,10.96,0,10.96,16,0,1.0,20
17,4,0,4,9.84,0,9.84,17,0,1.0,20
18,2,0,2,9.44,0,9.44,18,0,1.0,20
19,3,0,1,9.44,0,9.44,19,0,1.0,20
20,8,0,1,23.24,0,23.24,20,0,1.0,20
21,7,0,2,17.59,0,17.59,21,0,1.0,20
22,5,0,3,14.47,0,14.47,22,0,1.0,20
23,5,0,4,16.63,0,16.63,23,0,1.0,20
24,7,0,3,20.42,0,20.42,24,0,1.0,20
25,3,0,2,10.08,0,10.08,25,0,1.0,20
26,3,0,3,10.44,0,10.44,26,0,1.0,20
27,5,0,5,16.08,0,16.08,27,0,1.0,20
28,1,0,0,5.22,0,5.22,28,0,1.0,20
29,4,0,5,10.89,0,10.89,29,0,1.0,20
30,2,0,3,8.68,0,8.68,30,0,1.0,20
31,6,0,0,18.08,0,18.08,31,0,1.0,20
32,6,0,1,18.67,0,18.67,32,0,1.0,20
33,9,0,2,22.29,0,22.29,33,0,1.0,20
34,1,0,1,6.57,0,6.57,34,0,1.0,20
35,7,0,4,20.73,0,20.73,35,0,1.0,20
36,1,0,2,8.07,0,8.07,36,0,1.0,20
37,1,0,3,5.61,0,5.61,37,0,1.0,20
38,8,0,2,22.53,0,22.53,38,0,1.0,20
39,7,0,5,20.51,0,20.51,39,0,1.0,20
40,6,0,2,12.9,0,12.9,40,0,1.0,20
41,6,0,3,18.83,0,18.83,41,0,1.0,20
42,2,0,4,9.21,0,9.21,42,0,1.0,20
43,6,0,4,16.94,0,16.94,43,0,1.0,20
44,3,0,4,10.15,0,10.15,44,0,1.0,20
45,6,0,5,13.05,0,13.05,45,0,1.0,20
46,8,0,3,20.14,0,20.14,46,0,1.0,20
47,2,0,5,8.35,0,8.35,47,0,1.0,20
48,3,0,5,10.38,0,10.38,48,0,1.0,20
49,1,0,4,7.24,0,7.24,49,0,1.0,20
50,8,0,4,23.0,0,23.0,50,0,1.0,20
