idx,loc_x,loc_y,loc_z,weight,group,score,seq,emerg,reloc,size(ft)
1,4,0,0,5.42,0,5.42,1,0,1.0,20
2,4,0,1,5.31,0,5.31,2,0,1.0,20
3,7,0,0,18.61,0,18.61,3,0,1.0,20
4,4,0,2,8.01,0,8.01,4,0,1.0,20
5,9,0,0,22.57,0,22.57,5,0,1.0,20
6,4,0,3,10.62,0,10.62,6,0,1.0,20
7,6,0,0,15.12,0,15.12,7,0,1.0,20
8,8,0,0,20.39,0,20.39,8,0,1.0,20
9,3,0,0,5.01,0,5.01,9,0,0,20
10,6,0,1,14.4,0,14.4,10,0,1.0,20
11,9,0,1,20.08,0,20.08,11,0,1.0,20
12,5,0,0,13.17,0,13.17,12,0,1.0,20
13,7,0,1,18.77,0,18.77,13,0,1.0,20
14,5,0,1,13.14,0,13.14,14,0,1.0,20
15,3,0,1,8.65,0,8.65,15,0,1.0,20
16,3,0,2,7.74,0,7.74,16,0,1.0,20
17,2,0,0,6.99,0,6.99,17,0,1.0,20
18,7,0,2,17.69,0,17.69,18,0,1.0,20
19,3,0,3,8.34,0,8.34,19,0,1.0,20
20,6,0,2,14.86,0,14.86,20,0,1.0,20
21,8,0,1,19.42,0,19.42,21,0,1.0,20
22,2,0,1,7.14,0,7.14,22,0,1.0,20
23,3,0,4,9.5,0,9.5,23,0,1.0,20
24,3,0,5,8.86,0,8.86,24,0,1.0,20
25,1,0,0,6.62,0,6.62,25,0,1.0,20
26,1,0,1,5.48,0,5.48,26,0,1.0,20
27,7,0,3,18.33,0,18.33,27,0,1.0,20
28,2,0,2,5.96,0,5.96,28,0,1.0,20
29,2,0,3,9.57,0,9.57,29,0,1.0,20
30,6,0,3,19.0,0,19.0,30,0,1.0,20
31,8,0,2,19.82,0,19.82,31,0,1.0,20
32,4,0,4,11.15,0,11.15,32,0,1.0,20
33,6,0,4,19.01,0,19.01,33,0,1.0,20
34,9,0,2,23.01,0,23.01,34,0,1.0,20
35,5,0,2,14.34,0,14.34,35,0,1.0,20
36,2,0,4,8.32,0,8.32,36,0,1.0,20
37,7,0,4,17.91,0,17.91,37,0,1.0,20
38,10,0,0,23.74,0,23.74,38,0,0,20
39,5,0,3,13.68,0,13.68,39,0,1.0,20
40,4,0,5,11.99,0,11.99,40,0,1.0,20
41,5,0,4,16.43,0,16.43,41,0,1.0,20
42,8,0,3,20.81,0,20.81,42,0,1.0,20
43,1,0,2,5.17,0,5.17,43,0,1.0,20
44,7,0,5,17.84,0,17.84,44,0,1.0,20
45,8,0,4,20.45,0,20.45,45,0,1.0,20
46,5,0,5,13.06,0,13.06,46,0,1.0,20
47,2,0,5,9.42,0,9.42,47,0,1.0,20
48,6,0,5,18.19,0,18.19,48,0,1.0,20
49,1,0,3,7.35,0,7.35,49,0,1.0,20
50,1,0,4,7.22,0,7.22,50,0,1.0,20
