idx,loc_x,loc_y,loc_z,weight,group,score,seq,emerg,reloc,size(ft)
1,3,0,0,9.19,0,9.19,1,0,0,20
2,9,0,0,22.5,0,22.5,2,0,1.0,20
3,4,0,0,12.43,0,12.43,3,0,1.0,20
4,7,0,0,19.36,0,19.36,4,0,0,20
5,9,0,1,23.94,0,23.94,5,0,1.0,20
6,3,0,1,11.68,0,11.68,6,0,1.0,20
7,9,0,2,23.24,0,23.24,7,0,1.0,20
8,4,0,1,14.1,0,14.1,8,0,1.0,20
9,9,0,3,22.08,0,22.08,9,0,1.0,20
10,2,0,0,6.76,0,6.76,10,0,1.0,20
11,7,0,1,20.64,0,20.64,11,0,1.0000000000000004,20
12,3,0,2,9.49,0,9.49,12,0,1.0,20
13,5,0,0,15.72,0,15.72,13,0,1.0,20
14,3,0,3,11.72,0,11.72,14,0,1.0,20
15,6,0,0,18.22,0,18.22,15,0,1.0,20
16,6,0,1,18.81,0,18.81,16,0,1.0,20
17,8,0,0,22.54,0,22.54,17,0,1.0,20
18,5,0,1,16.08,0,16.08,18,0,1.0,20
19,8,0,1,22.67,0,22.67,19,0,1.0,20
20,2,0,1,5.89,0,5.89,20,0,1.0,20
21,2,0,2,9.11,0,9.11,21,0,1.0,20
22,2,0,3,8.82,0,8.82,22,0,1.0,20
23,1,0,0,5.04,0,5.04,23,0,0,20
24,8,0,2,22.88,0,22.88,24,0,1.0,20
25,5,0,2,15.39,0,15.39,25,0,1.0,20
26,4,0,2,12.19,0,12.19,26,0,0.9999999999999999,20
27,8,0,3,22.06,0,22.06,27,0,1.0,20
28,4,0,3,14.09,0,14.09,28,0,1.0,20
29,7,0,2,19.46,0,19.46,29,0,0.9999999999999993,20
30,7,0,3,20.66,0,20.66,30,0,1.0,20
31,4,0,4,14.36,0,14.36,31,0,1.0,20
32,5,0,3,16.16,0,16.16,32,0,1.0,20
33,8,0,4,22.43,0,22.43,33,0,1.0,20
34,5,0,4,12.61,0,12.61,34,0,1.0,20
35,3,0,4,12.1,0,12.1,35,0,1.0,20
36,7,0,4,19.42,0,19.42,36,0,1.0,20
37,10,0,0,23.97,0,23.97,37,0,1.0,20
38,2,0,4,9.84,0,9.84,38,0,1.0,20
39,10,0,1,22.28,0,22.28,39,0,1.0,20
40,2,0,5,9.23,0,9.23,40,0,1.0,20
41,4,0,5,13.69,0,13.69,41,0,1.0,20
42,6,0,2,17.43,0,17.43,42,0,1.0,20
43,1,0,1,5.93,0,5.93,43,0,1.0,20
44,6,0,3,18.32,0,18.32,44,0,1.0,20
45,6,0,4,17.27,0,17.27,45,0,1.0,20
46,3,0,5,10.87,0,10.87,46,0,1.0,20
47,1,0,2,5.54,0,5.54,47,0,1.0,20
48,7,0,5,19.4,0,19.4,48,0,1.0,20
49,1,0,3,11.2,0,11.2,49,0,1.0000000000000007,20
50,1,0,4,7.29,0,7.29,50,0,1.0000000000000007,20
