idx,loc_x,loc_y,loc_z,weight,group,score,seq,emerg,reloc,size(ft)
1,2,0,0,6.94,0,6.94,1,0,1.0,20
2,5,0,0,15.57,0,15.57,2,0,1.0,20
3,7,0,0,20.91,0,20.91,3,0,1.0,20
4,2,0,1,6.41,0,6.41,4,0,1.0,20
5,2,0,2,9.36,0,9.36,5,0,1.0,20
6,6,0,0,17.42,0,17.42,6,0,1.0,20
7,6,0,1,17.92,0,17.92,7,0,1.0,20
8,8,0,0,22.78,0,22.78,8,0,1.0,20
9,1,0,0,6.61,0,6.61,9,0,0,20
10,4,0,0,11.5,0,11.5,10,0,1.0,20
11,6,0,2,17.2,0,17.2,11,0,1.0,20
12,4,0,1,13.84,0,13.84,12,0,1.0,20
13,2,0,3,9.1,0,9.1,13,0,1.0,20
14,1,0,1,8.38,0,8.38,14,0,1.0,20
15,1,0,2,7.12,0,7.12,15,0,1.0,20
16,7,0,1,20.07,0,20.07,16,0,1.0,20
17,4,0,2,11.21,0,11.21,17,0,1.0,20
18,8,0,1,21.46,0,21.46,18,0,1.0,20
19,4,0,3,14.3,0,14.3,19,0,1.0,20
20,8,0,2,20.92,0,20.92,20,0,1.0,20
21,1,0,3,6.86,0,6.86,21,0,1.0,20
22,5,0,1,11.15,0,11.15,22,0,1.0,20
23,8,0,3,21.85,0,21.85,23,0,1.0,20
24,7,0,2,16.98,0,16.98,24,0,1.0,20
25,9,0,0,21.51,0,21.51,25,0,1.0,20
26,4,0,4,13.72,0,13.72,26,0,1.0,20
27,7,0,3,20.64,0,20.64,27,0,1.0,20
28,5,0,2,11.35,0,11.35,28,0,1.0,20
29,2,0,4,8.89,0,8.89,29,0,1.0,20
30,9,0,1,21.25,0,21.25,30,0,1.0,20
31,4,0,5,13.14,0,13.14,31,0,1.0,20
32,2,0,5,8.67,0,8.67,32,0,1.0,20
33,5,0,3,16.37,0,16.37,33,0,1.0,20
34,9,0,2,22.24,0,22.24,34,0,1.0,20
35,1,0,4,7.14,0,7.14,35,0,1.0,20
36,3,0,0,11.36,0,11.36,36,0,1.0,20
37,6,0,3,18.72,0,18.72,37,0,1.0,20
38,6,0,4,18.11,0,18.11,38,0,1.0,20
39,5,0,4,14.85,0,14.85,39,0,1.0,20
40,3,0,1,12.63,0,12.63,40,0,1.0,20
41,8,0,4,19.79,0,19.79,41,0,1.0,20
42,5,0,5,15.75,0,15.75,42,0,1.0,20
43,3,0,2,11.34,0,11.34,43,0,1.0,20
44,1,0,5,7.5,0,7.5,44,0,1.0,20
45,3,0,3,10.28,0,10.28,45,0,1.0,20
46,3,0,4,14.65,0,14.65,46,0,1.0,20
47,10,0,0,23.07,0,23.07,47,0,0,20
48,6,0,5,17.89,0,17.89,48,0,1.0,20
49,3,0,5,12.42,0,12.42,49,0,1.0,20
50,7,0,4,20.46,0,20.46,50,0,1.0,20
