idx,loc_x,loc_y,loc_z,weight,group,score,seq,emerg,reloc,size(ft)
1,4,0,0,11.1,0,11.1,1,0,1.0,20
2,5,0,0,16.48,0,16.48,2,0,1.0,20
3,6,0,0,18.1,0,18.1,3,0,1.0,20
4,7,0,0,20.28,0,20.28,4,0,1.0,20
5,7,0,1,20.12,0,20.12,5,0,0.9999999999999996,20
6,2,0,0,10.07,0,10.07,6,0,1.0,20
7,8,0,0,23.05,0,23.05,7,0,1.0,20
8,5,0,1,16.57,0,16.57,8,0,1.0,20
9,6,0,1,18.9,0,18.9,9,0,1.0,20
10,2,0,1,8.66,0,8.66,10,0,1.0,20
11,8,0,1,22.78,0,22.78,11,0,1.0,20
12,4,0,1,11.36,0,11.36,12,0,1.0,20
13,2,0,2,9.88,0,9.88,13,0,1.0,20
14,4,0,2,11.62,0,11.62,14,0,1.0,20
15,7,0,2,21.03,0,21.03,15,0,1.0,20
16,5,0,2,15.97,0,15.97,16,0,1.0,20
17,4,0,3,12.51,0,12.51,17,0,1.0,20
18,2,0,3,14.62,0,14.62,18,0,1.0,20
19,1,0,0,6.91,0,6.91,19,0,1.0,20
20,6,0,2,17.51,0,17.51,20,0,1.0,20
21,2,0,4,12.74,0,12.74,21,0,1.0,20
22,3,0,0,11.03,0,11.03,22,0,1.0,20
23,3,0,1,10.16,0,10.16,23,0,1.0,20
24,1,0,1,9.8,0,9.8,24,0,1.0,20
25,4,0,4,13.37,0,13.37,25,0,1.0,20
26,3,0,2,10.15,0,10.15,26,0,1.0,20
27,6,0,3,18.96,0,18.96,27,0,0.9999999999999997,20
28,2,0,5,11.25,0,11.25,28,0,1.0,20
29,3,0,3,14.46,0,14.46,29,0,1.0,20
30,9,0,0,19.45,0,19.45,30,0,1.0,20
31,5,0,3,16.11,0,16.11,31,0,1.0,20
32,5,0,4,16.16,0,16.16,32,0,1.0,20
33,5,0,5,16.63,0,16.63,33,0,1.0,20
34,10,0,0,23.99,0,23.99,34,0,0,20
35,7,0,3,20.4,0,20.4,35,0,1.0,20
36,8,0,2,20.66,0,20.66,36,0,1.0,20
37,3,0,4,13.14,0,13.14,37,0,1.0,20
38,1,0,2,5.5,0,5.5,38,0,1.0,20
39,6,0,4,18.34,0,18.34,39,0,1.0,20
40,3,0,5,13.94,0,13.94,40,0,1.0,20
41,7,0,4,20.88,0,20.88,41,0,1.0,20
42,4,0,5,12.82,0,12.82,42,0,1.0,20
43,9,0,1,23.89,0,23.89,43,0,1.0,20
44,1,0,3,5.7,0,5.7,44,0,1.0,20
45,1,0,4,9.44,0,9.44,45,0,1.0,20
46,8,0,3,23.63,0,23.63,46,0,1.0,20
47,7,0,5,21.39,0,21.39,47,0,1.0,20
48,6,0,5,18.56,0,18.56,48,0,1.0,20
49,9,0,2,20.47,0,20.47,49,0,1.0,20
50,8,0,4,21.84,0,21.84,50,0,1.0,20
