idx,loc_x,loc_y,loc_z,weight,group,score,seq,emerg,reloc,size(ft)
1,6,0,0,14.52,0,14.52,1,0,1.0,20
2,5,0,0,15.84,0,15.84,2,0,1.0,20
3,8,0,0,19.12,0,19.12,3,0,1.0,20
4,3,0,0,11.16,0,11.16,4,0,1.0,20
5,5,0,1,15.28,0,15.28,5,0,1.0,20
6,6,0,1,15.02,0,15.02,6,0,1.0,20
7,6,0,2,17.74,0,17.74,7,0,1.0,20
8,2,0,0,5.5,0,5.5,8,0,0,20
9,4,0,0,12.35,0,12.35,9,0,0,20
10,4,0,1,13.52,0,13.52,10,0,1.0,20
11,6,0,3,17.29,0,17.29,11,0,1.0,20
12,5,0,2,16.31,0,16.31,12,0,1.0,20
13,3,0,1,9.64,0,9.64,13,0,1.0,20
14,4,0,2,13.65,0,13.65,14,0,1.0,20
15,2,0,1,5.79,0,5.79,15,0,1.0,20
16,4,0,3,13.12,0,13.12,16,0,1.0,20
17,6,0,4,18.6,0,18.6,17,0,1.0,20
18,6,0,5,18.62,0,18.62,18,0,1.0,20
19,3,0,2,10.27,0,10.27,19,0,1.0,20
20,4,0,4,12.68,0,12.68,20,0,1.0,20
21,8,0,1,20.78,0,20.78,21,0,1.0,20
22,2,0,2,8.68,0,8.68,22,0,1.0,20
23,5,0,3,15.06,0,15.06,23,0,1.0,20
24,3,0,3,11.54,0,11.54,24,0,1.0,20
25,1,0,0,5.72,0,5.72,25,0,0,20
26,10,0,0,23.5,0,23.5,26,0,1.0,20
27,4,0,5,13.2,0,13.2,27,0,1.0,20
28,2,0,3,9.08,0,9.08,28,0,1.0,20
29,8,0,2,20.93,0,20.93,29,0,1.0,20
30,8,0,3,20.07,0,20.07,30,0,1.0,20
31,8,0,4,19.02,0,19.02,31,0,1.0,20
32,5,0,4,15.8,0,15.8,32,0,1.0,20
33,1,0,1,5.79,0,5.79,33,0,1.0,20
34,5,0,5,16.52,0,16.52,34,0,1.0,20
35,1,0,2,5.74,0,5.74,35,0,1.0,20
36,3,0,4,12.01,0,12.01,36,0,1.0,20
37,1,0,3,7.2,0,7.2,37,0,1.0,20
38,7,0,0,19.56,0,19.56,38,0,1.0,20
39,1,0,4,6.26,0,6.26,39,0,1.0,20
40,2,0,4,9.74,0,9.74,40,0,1.0,20
41,1,0,5,5.82,0,5.82,41,0,1.0,20
42,3,0,5,11.85,0,11.85,42,0,1.0,20
43,2,0,5,6.71,0,6.71,43,0,1.0,20
44,7,0,1,20.58,0,20.58,44,0,1.0,20
45,9,0,0,22.43,0,22.43,45,0,1.0,20
46,7,0,2,19.08,0,19.08,46,0,1.0,20
47,7,0,3,20.23,0,20.23,47,0,1.0,20
48,9,0,1,22.37,0,22.37,48,0,1.0,20
49,9,0,2,19.69,0,19.69,49,0,1.0,20
50,7,0,4,20.61,0,20.61,50,0,1.0,20
