idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,4,0,0,10.86,1,110.86,0,1.0,20
2,6,0,0,14.98,3,314.98,0,0,20
3,2,0,0,7.91,2,207.91,0,1.0,20
4,6,0,1,16.56,3,316.56,0,0,20
5,5,0,0,7.13,0,7.13,0,0,20
6,1,0,0,18.33,2,218.32999999999998,0,0,20
7,4,0,1,16.15,0,16.15,0,1.0,20
8,1,0,1,5.5,3,305.5,1,0,20
9,3,0,0,15.68,0,15.68,2,0,20
10,5,0,1,23.32,3,323.32,3,0,20
11,2,0,1,12.61,1,112.61,4,1.0,20
12,2,0,2,14.53,1,114.53,5,1.0,20
13,3,0,1,7.45,1,107.45,6,1.0,20
14,2,0,3,11.76,3,311.76,7,1.0,20
15,3,0,2,5.99,1,105.99,8,1.0,20
