idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,1,0,0,9.41,0,9.41,0,1.0,20
2,2,0,0,10.16,0,10.16,0,1.0,20
3,2,0,1,20.24,0,20.24,0,1.0,20
4,2,0,2,16.82,0,16.82,1,1.0,20
5,3,0,0,13.02,0,13.02,2,1.0,20
6,4,0,0,5.6,0,5.6,3,0,20
7,5,0,0,23.03,0,23.03,4,1.0,20
8,2,0,3,17.32,0,17.32,5,1.0,20
9,1,0,1,7.52,0,7.52,6,1.0,20
10,3,0,1,14.03,0,14.03,7,1.0,20
11,4,0,1,20.61,0,20.61,8,1.0,20
12,3,0,2,10.59,0,10.59,9,1.0,20
13,1,0,2,9.66,0,9.66,10,1.0,20
14,1,0,3,6.97,0,6.97,11,1.0,20
15,4,0,2,12.9,0,12.9,12,1.0,20
