idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,6,0,0,16.31,0,16.31,0,0,20
2,4,0,0,22.01,0,22.01,0,1.0,20
3,4,0,1,8.55,0,8.55,0,1.0,20
4,1,0,0,14.26,0,14.26,1,1.0,20
5,4,0,2,22.26,0,22.26,2,1.0,20
6,1,0,1,9.24,0,9.24,3,1.0,20
7,3,0,0,12.47,0,12.47,4,0,20
8,5,0,0,23.96,0,23.96,5,0,20
9,1,0,2,10.37,0,10.37,6,1.0,20
10,2,0,0,7.91,0,7.91,7,1.0,20
11,1,0,3,20.4,0,20.4,8,1.0,20
12,2,0,1,16.98,0,16.98,9,1.0,20
13,1,0,4,19.76,0,19.76,10,1.0,20
14,3,0,1,18.31,0,18.31,11,0,20
15,2,0,2,6.94,0,6.94,12,1.0,20
