idx,seq,group,emerg,weight,size(ft)
11,1,0,0,23.71,20
12,2,0,0,6.5,20
13,3,0,0,7.63,20
14,4,0,0,13.94,20
15,5,0,0,12.13,20
16,6,0,0,16.18,20
17,7,0,0,7.01,20
18,8,0,0,15.55,20
19,9,0,0,11.89,20
20,10,0,0,21.89,20
21,11,0,0,13.72,20
22,12,0,0,22.05,20
23,13,0,0,19.26,20
24,14,0,0,6.41,20
25,15,0,0,15.92,20
26,16,0,0,16.86,20
27,17,0,0,16.3,20
28,18,0,0,9.26,20
29,19,0,0,6.21,20
30,20,0,0,14.2,20
31,21,0,0,9.18,20
32,22,0,0,10.6,20
33,23,0,0,13.63,20
34,24,0,0,7.9,20
35,25,0,0,19.68,20
36,26,0,0,7.77,20
37,27,0,0,6.92,20
38,28,0,0,12.32,20
39,29,0,0,8.27,20
40,30,0,0,20.85,20
41,31,0,0,10.63,20
42,32,0,0,23.09,20
43,33,0,0,16.11,20
44,34,0,0,8.84,20
45,35,0,0,17.95,20
46,36,0,0,10.53,20
47,37,0,0,20.13,20
48,38,0,0,21.97,20
49,39,0,0,11.76,20
50,40,0,0,14.71,20
