idx,seq,group,emerg,weight,size(ft)
11,1,0,0,5.37,20
12,2,0,0,20.54,20
13,3,0,0,15.33,20
14,4,0,0,15.22,20
15,5,0,0,6.4,20
16,6,0,0,17.6,20
17,7,0,0,9.86,20
18,8,0,0,14.55,20
19,9,0,0,22.3,20
20,10,0,0,17.87,20
21,11,0,0,22.86,20
22,12,0,0,18.04,20
23,13,0,0,13.42,20
24,14,0,0,16.69,20
25,15,0,0,21.79,20
26,16,0,0,15.42,20
27,17,0,0,5.08,20
28,18,0,0,9.17,20
29,19,0,0,13.67,20
30,20,0,0,17.58,20
31,21,0,0,7.1,20
32,22,0,0,11.37,20
33,23,0,0,22.4,20
34,24,0,0,22.97,20
35,25,0,0,12.17,20
36,26,0,0,15.83,20
37,27,0,0,20.36,20
38,28,0,0,6.98,20
39,29,0,0,20.61,20
40,30,0,0,6.2,20
41,31,0,0,6.25,20
42,32,0,0,22.05,20
43,33,0,0,20.66,20
44,34,0,0,16.06,20
45,35,0,0,7.08,20
46,36,0,0,12.34,20
47,37,0,0,8.04,20
48,38,0,0,7.82,20
49,39,0,0,18.26,20
50,40,0,0,15.48,20
