idx,seq,group,emerg,weight,size(ft)
11,1,0,0,22.68,20
12,2,0,0,9.39,20
13,3,0,0,22.01,20
14,4,0,0,17.76,20
15,5,0,0,6.27,20
16,6,0,0,14.82,20
17,7,0,0,10.28,20
18,8,0,0,10.57,20
19,9,0,0,13.68,20
20,10,0,0,23.31,20
21,11,0,0,5.25,20
22,12,0,0,9.1,20
23,13,0,0,8.83,20
24,14,0,0,13.36,20
25,15,0,0,19.62,20
26,16,0,0,13.04,20
27,17,0,0,8.81,20
28,18,0,0,9.33,20
29,19,0,0,20.1,20
30,20,0,0,12.11,20
31,21,0,0,21.93,20
32,22,0,0,7.28,20
33,23,0,0,17.57,20
34,24,0,0,6.4,20
35,25,0,0,10.37,20
36,26,0,0,9.2,20
37,27,0,0,15.28,20
38,28,0,0,21.65,20
39,29,0,0,10.92,20
40,30,0,0,14.75,20
41,31,0,0,13.4,20
42,32,0,0,13.23,20
43,33,0,0,8.14,20
44,34,0,0,5.22,20
45,35,0,0,7.09,20
46,36,0,0,11.23,20
47,37,0,0,5.12,20
48,38,0,0,14.38,20
49,39,0,0,14.32,20
50,40,0,0,5.57,20
