idx,seq,group,emerg,weight,size(ft)
11,1,0,0,9.63,20
12,2,0,0,8.03,20
13,3,0,0,7.08,20
14,4,0,0,6.66,20
15,5,0,0,23.07,20
16,6,0,0,18.95,20
17,7,0,0,15.03,20
18,8,0,0,11.51,20
19,9,0,0,12.15,20
20,10,0,0,20.79,20
21,11,0,0,17.2,20
22,12,0,0,13.38,20
23,13,0,0,22.89,20
24,14,0,0,7.35,20
25,15,0,0,20.65,20
26,16,0,0,8.86,20
27,17,0,0,16.05,20
28,18,0,0,6.4,20
29,19,0,0,5.07,20
30,20,0,0,7.9,20
31,21,0,0,13.08,20
32,22,0,0,10.28,20
33,23,0,0,22.88,20
34,24,0,0,8.33,20
35,25,0,0,7.71,20
36,26,0,0,7.75,20
37,27,0,0,23.66,20
38,28,0,0,22.64,20
39,29,0,0,6.26,20
40,30,0,0,21.18,20
41,31,0,0,19.03,20
42,32,0,0,6.86,20
43,33,0,0,9.68,20
44,34,0,0,8.63,20
45,35,0,0,18.23,20
46,36,0,0,6.72,20
47,37,0,0,8.14,20
48,38,0,0,22.38,20
49,39,0,0,14.54,20
50,40,0,0,17.37,20
