idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,2,0,0,21.23,0,21.23,1,0,20
2,5,0,0,10.95,3,310.95,2,1.0,20
3,3,0,0,19.32,2,219.32,3,1.0,20
4,1,0,0,14.05,0,14.05,4,1.0,20
5,2,0,1,9.31,1,109.31,5,1.0,20
6,2,0,2,18.81,1,118.81,6,1.0,20
7,4,0,0,5.87,3,305.87,7,1.0,20
8,2,0,3,23.81,1,123.81,8,0.9999999999999953,20
9,4,0,1,18.97,2,218.97,9,1.0,20
10,3,0,1,12.47,2,212.47,10,1.0,20
11,2,0,4,6.85,1,106.85,11,1.0,20
12,3,0,2,5.27,2,205.27,12,1.0,20
13,6,0,0,16.75,3,316.75,13,0,20
14,4,0,2,10.64,3,310.64,14,1.0,20
15,1,0,1,21.33,0,21.33,15,1.0,20
16,4,0,3,14.04,3,314.04,16,1.0,20
17,1,0,2,6.8,1,106.8,17,1.0,20
18,3,0,3,10.43,2,210.43,18,1.0,20
19,5,0,1,15.22,2,215.22,19,1.0,20
20,5,0,2,8.83,3,308.83,20,1.0,20
