idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,3,0,0,14.92,0,14.92,1,1.0,20
2,3,0,1,20.73,1,120.73,2,1.0,20
3,4,0,0,8.91,2,208.91,3,1.0,20
4,4,0,1,10.07,2,210.07,4,1.0,20
5,4,0,2,10.74,3,310.74,5,1.0,20
6,1,0,0,5.16,0,5.16,6,1.0,20
7,3,0,2,18.61,1,118.61,7,1.0,20
8,5,0,0,11.76,2,211.76,8,0,20
9,3,0,3,12.16,1,112.16,9,1.0,20
10,3,0,4,11.42,1,111.42,10,1.0,20
11,5,0,1,15.03,3,315.03,11,1.0,20
12,2,0,0,13.54,0,13.54,12,1.0,20
13,2,0,1,12.79,0,12.79,13,1.0,20
14,1,0,1,6.93,0,6.93,14,1.0,20
15,5,0,2,6.76,3,306.76,15,1.0,20
16,4,0,3,22.61,2,222.61,16,1.0,20
17,2,0,2,9.88,0,9.88,17,1.0,20
18,2,0,3,10.74,1,110.74,18,1.0,20
19,1,0,2,13.76,0,13.76,19,1.0,20
20,6,0,0,15.19,3,315.19,20,0,20
