idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,4,0,0,13.34,3,313.34,1,1.0,20
2,1,0,0,19.66,0,19.66,2,1.0,20
3,3,0,0,17.16,2,217.16,3,1.0,20
4,4,0,1,12.57,3,312.57,4,1.0,20
5,3,0,1,17.07,2,217.07,5,1.0,20
6,6,0,0,23.35,3,323.35,6,0,20
7,4,0,2,8.97,3,308.97,7,1.0,20
8,2,0,0,18.44,1,118.44,8,1.0,20
9,3,0,2,6.3,2,206.3,9,1.0,20
10,5,0,0,8.74,3,308.74,10,0,20
11,4,0,3,17.54,2,217.54,11,1.0,20
12,5,0,1,15.27,3,315.27,12,0.9999999999999991,20
13,3,0,3,8.71,2,208.71,13,1.0,20
14,3,0,4,6.98,2,206.98,14,1.0,20
15,2,0,1,20.53,1,120.53,15,1.0,20
16,2,0,2,5.96,2,205.96,16,1.0,20
17,2,0,3,20.61,2,220.61,17,1.0,20
18,1,0,1,7.71,0,7.71,18,1.0,20
19,1,0,2,11.16,0,11.16,19,1.0,20
20,5,0,2,8.9,3,308.9,20,0.9999999999999982,20
