idx,seq,priority,emerg,weight,size(ft)
11,1,0,0,13.56,20
12,2,0,0,22.05,20
13,3,0,0,13.28,20
14,4,0,0,15.62,20
15,5,0,0,11.52,20
16,6,0,0,11.52,20
17,7,0,0,14.77,20
18,8,0,0,14.65,20
19,9,0,0,23.34,20
20,10,0,0,10.98,20
21,11,0,0,21.64,20
22,12,0,0,20.13,20
23,13,0,0,10.69,20
24,14,0,0,17.02,20
25,15,0,0,11.41,20
26,16,0,0,20.5,20
27,17,0,0,8.54,20
28,18,0,0,14.89,20
29,19,0,0,14.92,20
30,20,0,0,14.05,20
31,21,0,0,15.55,20
32,22,0,0,19.43,20
33,23,0,0,5.53,20
34,24,0,0,23.17,20
35,25,0,0,18.19,20
36,26,0,0,5.2,20
37,27,0,0,14.55,20
38,28,0,0,6.02,20
39,29,0,0,21.63,20
40,30,0,0,6.36,20
41,31,0,0,15.95,20
42,32,0,0,15.66,20
43,33,0,0,13.5,20
44,34,0,0,11.74,20
45,35,0,0,6.28,20
46,36,0,0,8.31,20
47,37,0,0,12.95,20
48,38,0,0,13.65,20
49,39,0,0,16.13,20
50,40,0,0,14.47,20
