idx,seq,group,emerg,weight,size(ft)
11,1,0,0,7.83,20
12,2,0,0,19.17,20
13,3,0,0,23.21,20
14,4,0,0,5.42,20
15,5,0,0,23.64,20
16,6,0,0,19.35,20
17,7,0,0,6.11,20
18,8,0,0,12.33,20
19,9,0,0,5.37,20
20,10,0,0,21.24,20
21,11,0,0,13.29,20
22,12,0,0,20.86,20
23,13,0,0,7.94,20
24,14,0,0,22.44,20
25,15,0,0,19.66,20
26,16,0,0,9.58,20
27,17,0,0,6.91,20
28,18,0,0,18.45,20
29,19,0,0,14.67,20
30,20,0,0,20.34,20
31,21,0,0,11.0,20
32,22,0,0,20.95,20
33,23,0,0,20.9,20
34,24,0,0,23.43,20
35,25,0,0,9.13,20
36,26,0,0,11.38,20
37,27,0,0,19.02,20
38,28,0,0,19.67,20
39,29,0,0,6.04,20
40,30,0,0,12.97,20
41,31,0,0,23.24,20
42,32,0,0,14.25,20
43,33,0,0,7.78,20
44,34,0,0,13.96,20
45,35,0,0,22.82,20
46,36,0,0,8.4,20
47,37,0,0,14.44,20
48,38,0,0,6.08,20
49,39,0,0,16.39,20
50,40,0,0,21.1,20
