idx,seq,priority,emerg,weight,size(ft)
11,1,0,0,8.08,20
12,2,0,0,5.51,20
13,3,0,0,19.47,20
14,4,0,0,20.33,20
15,5,0,0,20.53,20
16,6,0,0,11.98,20
17,7,0,0,16.88,20
18,8,0,0,18.73,20
19,9,0,0,23.29,20
20,10,0,0,12.96,20
21,11,0,0,23.41,20
22,12,0,0,19.14,20
23,13,0,0,16.48,20
24,14,0,0,6.38,20
25,15,0,0,14.61,20
26,16,0,0,15.4,20
27,17,0,0,12.73,20
28,18,0,0,12.41,20
29,19,0,0,21.23,20
30,20,0,0,15.55,20
31,21,0,0,11.36,20
32,22,0,0,15.06,20
33,23,0,0,9.03,20
34,24,0,0,11.52,20
35,25,0,0,19.63,20
36,26,0,0,5.83,20
37,27,0,0,7.28,20
38,28,0,0,7.58,20
39,29,0,0,23.26,20
40,30,0,0,9.09,20
41,31,0,0,12.23,20
42,32,0,0,13.77,20
43,33,0,0,12.91,20
44,34,0,0,17.97,20
45,35,0,0,10.2,20
46,36,0,0,5.36,20
47,37,0,0,9.44,20
48,38,0,0,6.25,20
49,39,0,0,12.32,20
50,40,0,0,18.29,20
