idx,seq,priority,emerg,weight,size(ft)
11,1,0,0,15.27,20
12,2,0,0,15.09,20
13,3,0,0,8.29,20
14,4,0,0,15.53,20
15,5,0,0,22.95,20
16,6,0,0,14.63,20
17,7,0,0,10.23,20
18,8,0,0,6.97,20
19,9,0,0,15.82,20
20,10,0,0,19.41,20
21,11,0,0,17.29,20
22,12,0,0,21.36,20
23,13,0,0,19.58,20
24,14,0,0,10.45,20
25,15,0,0,14.82,20
26,16,0,0,12.41,20
27,17,0,0,11.82,20
28,18,0,0,6.74,20
29,19,0,0,16.13,20
30,20,0,0,6.93,20
31,21,0,0,20.59,20
32,22,0,0,23.81,20
33,23,0,0,6.81,20
34,24,0,0,8.36,20
35,25,0,0,18.57,20
36,26,0,0,7.99,20
37,27,0,0,13.52,20
38,28,0,0,10.99,20
39,29,0,0,18.1,20
40,30,0,0,10.08,20
41,31,0,0,23.7,20
42,32,0,0,6.97,20
43,33,0,0,15.25,20
44,34,0,0,20.62,20
45,35,0,0,23.88,20
46,36,0,0,23.58,20
47,37,0,0,10.67,20
48,38,0,0,23.5,20
49,39,0,0,21.24,20
50,40,0,0,17.49,20
