idx,seq,priority,emerg,weight,size(ft)
11,1,0,0,19.91,20
12,2,0,0,9.33,20
13,3,0,0,19.14,20
14,4,0,0,16.79,20
15,5,0,0,5.19,20
16,6,0,0,21.49,20
17,7,0,0,23.24,20
18,8,0,0,10.28,20
19,9,0,0,9.04,20
20,10,0,0,11.38,20
21,11,0,0,23.32,20
22,12,0,0,6.17,20
23,13,0,0,20.79,20
24,14,0,0,9.81,20
25,15,0,0,16.95,20
26,16,0,0,7.41,20
27,17,0,0,19.23,20
28,18,0,0,11.0,20
29,19,0,0,16.96,20
30,20,0,0,11.08,20
31,21,0,0,6.05,20
32,22,0,0,19.85,20
33,23,0,0,22.42,20
34,24,0,0,21.48,20
35,25,0,0,8.54,20
36,26,0,0,7.46,20
37,27,0,0,16.86,20
38,28,0,0,5.41,20
39,29,0,0,5.03,20
40,30,0,0,23.88,20
41,31,0,0,11.45,20
42,32,0,0,9.6,20
43,33,0,0,9.73,20
44,34,0,0,15.38,20
45,35,0,0,5.8,20
46,36,0,0,11.65,20
47,37,0,0,13.46,20
48,38,0,0,5.32,20
49,39,0,0,8.43,20
50,40,0,0,11.44,20
