idx,seq,group,emerg,weight,size(ft)
11,1,0,0,9.2,20
12,2,0,0,8.75,20
13,3,0,0,23.84,20
14,4,0,0,14.54,20
15,5,0,0,23.26,20
16,6,0,0,9.91,20
17,7,0,0,16.18,20
18,8,0,0,15.14,20
19,9,0,0,17.93,20
20,10,0,0,16.54,20
21,11,0,0,11.76,20
22,12,0,0,19.77,20
23,13,0,0,14.36,20
24,14,0,0,5.18,20
25,15,0,0,23.44,20
26,16,0,0,15.44,20
27,17,0,0,14.16,20
28,18,0,0,22.93,20
29,19,0,0,17.79,20
30,20,0,0,9.46,20
31,21,0,0,15.79,20
32,22,0,0,17.73,20
33,23,0,0,6.15,20
34,24,0,0,5.16,20
35,25,0,0,13.15,20
36,26,0,0,17.34,20
37,27,0,0,5.92,20
38,28,0,0,6.76,20
39,29,0,0,13.39,20
40,30,0,0,5.39,20
41,31,0,0,12.37,20
42,32,0,0,7.27,20
43,33,0,0,8.44,20
44,34,0,0,13.75,20
45,35,0,0,18.01,20
46,36,0,0,19.51,20
47,37,0,0,19.1,20
48,38,0,0,9.78,20
49,39,0,0,20.31,20
50,40,0,0,12.27,20
