idx,seq,priority,emerg,weight,size(ft)
11,1,0,0,13.64,20
12,2,0,0,18.05,20
13,3,0,0,19.53,20
14,4,0,0,17.07,20
15,5,0,0,17.24,20
16,6,0,0,12.33,20
17,7,0,0,9.99,20
18,8,0,0,6.92,20
19,9,0,0,20.62,20
20,10,0,0,10.99,20
21,11,0,0,5.98,20
22,12,0,0,10.63,20
23,13,0,0,22.16,20
24,14,0,0,13.96,20
25,15,0,0,9.88,20
26,16,0,0,23.17,20
27,17,0,0,13.46,20
28,18,0,0,5.43,20
29,19,0,0,5.98,20
30,20,0,0,21.47,20
31,21,0,0,16.49,20
32,22,0,0,19.56,20
33,23,0,0,8.58,20
34,24,0,0,14.8,20
35,25,0,0,22.11,20
36,26,0,0,11.29,20
37,27,0,0,9.41,20
38,28,0,0,14.44,20
39,29,0,0,22.81,20
40,30,0,0,23.04,20
41,31,0,0,14.59,20
42,32,0,0,11.25,20
43,33,0,0,18.4,20
44,34,0,0,18.95,20
45,35,0,0,21.83,20
46,36,0,0,7.24,20
47,37,0,0,10.04,20
48,38,0,0,9.09,20
49,39,0,0,17.98,20
50,40,0,0,8.27,20
