idx,seq,group,emerg,weight,size(ft)
11,1,0,0,21.92,20
12,2,0,0,8.52,20
13,3,0,0,20.28,20
14,4,0,0,12.36,20
15,5,0,0,18.64,20
16,6,0,0,16.1,20
17,7,0,0,14.54,20
18,8,0,0,8.94,20
19,9,0,0,13.21,20
20,10,0,0,13.58,20
21,11,0,0,5.77,20
22,12,0,0,20.75,20
23,13,0,0,14.32,20
24,14,0,0,19.37,20
25,15,0,0,15.29,20
26,16,0,0,7.3,20
27,17,0,0,14.47,20
28,18,0,0,16.2,20
29,19,0,0,17.54,20
30,20,0,0,17.33,20
31,21,0,0,5.42,20
32,22,0,0,11.54,20
33,23,0,0,16.76,20
34,24,0,0,21.18,20
35,25,0,0,5.87,20
36,26,0,0,13.37,20
37,27,0,0,15.72,20
38,28,0,0,12.48,20
39,29,0,0,11.93,20
40,30,0,0,11.53,20
41,31,0,0,18.91,20
42,32,0,0,18.67,20
43,33,0,0,9.33,20
44,34,0,0,8.93,20
45,35,0,0,13.99,20
46,36,0,0,12.35,20
47,37,0,0,22.14,20
48,38,0,0,8.98,20
49,39,0,0,10.76,20
50,40,0,0,20.63,20
