idx,seq,priority,emerg,weight,size(ft)
11,1,0,0,15.83,20
12,2,0,0,10.16,20
13,3,0,0,18.36,20
14,4,0,0,20.62,20
15,5,0,0,15.34,20
16,6,0,0,20.54,20
17,7,0,0,8.42,20
18,8,0,0,20.27,20
19,9,0,0,19.18,20
20,10,0,0,8.34,20
21,11,0,0,12.76,20
22,12,0,0,22.67,20
23,13,0,0,16.68,20
24,14,0,0,22.5,20
25,15,0,0,23.83,20
26,16,0,0,19.32,20
27,17,0,0,13.33,20
28,18,0,0,22.8,20
29,19,0,0,13.67,20
30,20,0,0,13.81,20
31,21,0,0,6.29,20
32,22,0,0,21.45,20
33,23,0,0,6.67,20
34,24,0,0,5.39,20
35,25,0,0,22.81,20
36,26,0,0,12.54,20
37,27,0,0,11.6,20
38,28,0,0,17.72,20
39,29,0,0,20.55,20
40,30,0,0,16.76,20
41,31,0,0,15.39,20
42,32,0,0,20.39,20
43,33,0,0,16.14,20
44,34,0,0,16.12,20
45,35,0,0,19.84,20
46,36,0,0,15.23,20
47,37,0,0,8.79,20
48,38,0,0,14.25,20
49,39,0,0,22.16,20
50,40,0,0,20.89,20
