idx,seq,priority,emerg,weight,size(ft)
11,1,0,0,15.61,20
12,2,0,0,17.68,20
13,3,0,0,9.94,20
14,4,0,0,9.66,20
15,5,0,0,7.21,20
16,6,0,0,20.86,20
17,7,0,0,8.54,20
18,8,0,0,13.34,20
19,9,0,0,11.21,20
20,10,0,0,19.96,20
21,11,0,0,19.43,20
22,12,0,0,22.88,20
23,13,0,0,19.7,20
24,14,0,0,20.36,20
25,15,0,0,19.94,20
26,16,0,0,15.33,20
27,17,0,0,19.51,20
28,18,0,0,16.88,20
29,19,0,0,9.21,20
30,20,0,0,14.93,20
31,21,0,0,5.99,20
32,22,0,0,17.09,20
33,23,0,0,17.0,20
34,24,0,0,12.3,20
35,25,0,0,23.85,20
36,26,0,0,15.22,20
37,27,0,0,20.02,20
38,28,0,0,14.12,20
39,29,0,0,14.73,20
40,30,0,0,15.75,20
41,31,0,0,18.24,20
42,32,0,0,20.41,20
43,33,0,0,7.14,20
44,34,0,0,9.64,20
45,35,0,0,7.6,20
46,36,0,0,11.61,20
47,37,0,0,5.5,20
48,38,0,0,22.28,20
49,39,0,0,10.53,20
50,40,0,0,21.27,20
