idx,seq,priority,emerg,weight,size(ft)
11,1,0,0,18.76,20
12,2,0,0,23.59,20
13,3,0,0,11.56,20
14,4,0,0,12.23,20
15,5,0,0,12.9,20
16,6,0,0,22.39,20
17,7,0,0,12.84,20
18,8,0,0,12.49,20
19,9,0,0,6.58,20
20,10,0,0,17.94,20
21,11,0,0,16.87,20
22,12,0,0,17.92,20
23,13,0,0,6.48,20
24,14,0,0,21.2,20
25,15,0,0,23.99,20
26,16,0,0,15.74,20
27,17,0,0,12.43,20
28,18,0,0,23.42,20
29,19,0,0,8.76,20
30,20,0,0,16.29,20
31,21,0,0,19.12,20
32,22,0,0,11.67,20
33,23,0,0,20.77,20
34,24,0,0,16.05,20
35,25,0,0,6.35,20
36,26,0,0,18.68,20
37,27,0,0,22.76,20
38,28,0,0,5.42,20
39,29,0,0,18.09,20
40,30,0,0,23.29,20
41,31,0,0,17.75,20
42,32,0,0,19.09,20
43,33,0,0,12.04,20
44,34,0,0,19.27,20
45,35,0,0,18.34,20
46,36,0,0,22.55,20
47,37,0,0,10.56,20
48,38,0,0,6.49,20
49,39,0,0,7.87,20
50,40,0,0,21.61,20
