idx,seq,group,emerg,weight,size(ft)
11,1,0,0,22.93,20
12,2,0,0,20.81,20
13,3,0,0,19.82,20
14,4,0,0,6.6,20
15,5,0,0,11.49,20
16,6,0,0,14.93,20
17,7,0,0,16.03,20
18,8,0,0,7.23,20
19,9,0,0,11.75,20
20,10,0,0,12.58,20
21,11,0,0,16.01,20
22,12,0,0,17.52,20
23,13,0,0,9.14,20
24,14,0,0,9.54,20
25,15,0,0,15.7,20
26,16,0,0,9.05,20
27,17,0,0,6.85,20
28,18,0,0,20.17,20
29,19,0,0,19.35,20
30,20,0,0,14.68,20
31,21,0,0,5.96,20
32,22,0,0,15.37,20
33,23,0,0,5.52,20
34,24,0,0,6.83,20
35,25,0,0,11.68,20
36,26,0,0,16.98,20
37,27,0,0,12.5,20
38,28,0,0,6.67,20
39,29,0,0,12.72,20
40,30,0,0,16.08,20
41,31,0,0,6.61,20
42,32,0,0,5.65,20
43,33,0,0,5.85,20
44,34,0,0,9.71,20
45,35,0,0,18.02,20
46,36,0,0,6.75,20
47,37,0,0,23.08,20
48,38,0,0,7.01,20
49,39,0,0,23.08,20
50,40,0,0,20.95,20
