idx,loc_x,loc_y,loc_z,weight,group,score,seq,emerg,reloc,size(ft)
1,10,0,0,12.33,0,12.33,0,0,0,20
2,6,0,0,14.4,0,14.4,0,0,0,20
3,3,0,0,8.83,0,8.83,0,0,0,20
4,10,0,1,22.44,0,22.44,0,0,0,20
5,1,0,0,13.61,0,13.61,0,0,0,20
6,1,0,1,17.54,0,17.54,1,0,1.0,20
7,3,0,1,10.74,0,10.74,2,0,0,20
8,5,0,0,14.08,0,14.08,3,0,0,20
9,2,0,0,7.63,0,7.63,4,0,0,20
10,2,0,1,10.66,0,10.66,5,0,0,20
11,3,0,2,13.27,0,13.27,6,0,0,20
12,3,0,3,16.6,0,16.6,7,0,0,20
13,4,0,0,5.24,0,5.24,8,0,0,20
14,2,0,2,11.14,0,11.14,9,0,0,20
15,5,0,1,21.85,0,21.85,10,0,0,20
16,2,0,3,11.96,0,11.96,11,0,0,20
17,4,0,1,8.34,0,8.34,12,0,0,20
18,1,0,2,13.71,0,13.71,13,0,1.0,20
19,2,0,4,17.99,0,17.99,14,0,0,20
20,4,0,2,13.69,0,13.69,15,0,0,20
