idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,3,0,0,21.21,0,21.21,0,1.0,20
2,3,0,1,19.84,0,19.84,0,1.0,20
3,4,0,0,22.04,0,22.04,0,1.0,20
4,1,0,0,23.3,0,23.3,0,1.0,20
5,6,0,0,8.32,0,8.32,0,0,20
6,4,0,1,22.86,0,22.86,1,1.0,20
7,1,0,1,7.24,0,7.24,2,1.0,20
8,2,0,0,9.66,0,9.66,3,1.0,20
9,2,0,1,16.84,0,16.84,4,1.0,20
10,3,0,2,22.95,0,22.95,5,1.0,20
11,2,0,2,21.29,0,21.29,6,1.0,20
12,5,0,0,22.77,0,22.77,7,0,20
13,2,0,3,20.27,0,20.27,8,1.0,20
14,4,0,2,21.91,0,21.91,9,1.0,20
15,1,0,2,10.9,0,10.9,10,1.0,20
